Source,Target,Weight
FIRESTAR/ANGELICA JO,HERCULES [GREEK GOD],18
FIRESTAR/ANGELICA JO,HINDSIGHT LAD/CARLTO,21
FIRESTAR/ANGELICA JO,"HITCHUCK, KELLY",4
FIRESTAR/ANGELICA JO,"HO, LI MUAN",2
FIRESTAR/ANGELICA JO,"HOGAN, HAROLD J. HAP",2
FIRESTAR/ANGELICA JO,"HOGAN, VIRGINIA PEPP",3
FIRESTAR/ANGELICA JO,"HOGARTH, JERYN",1
FIRESTAR/ANGELICA JO,HOLLYWOOD,1
FIRESTAR/ANGELICA JO,"HUDSON, HEATHER",5
FIRESTAR/ANGELICA JO,HULK DOPPELGANGER,1
FIRESTAR/ANGELICA JO,HULK/DR. ROBERT BRUC,11
FIRESTAR/ANGELICA JO,HUMAN TORCH ANDROID/,2
FIRESTAR/ANGELICA JO,HUMAN TORCH DOPPELGA,2
FIRESTAR/ANGELICA JO,HUMAN TORCH/JOHNNY S,24
FIRESTAR/ANGELICA JO,HUSK/PAIGE GUTHRIE,1
FIRESTAR/ANGELICA JO,HYDROMAN/MORRIE BENC,3
FIRESTAR/ANGELICA JO,HYPERION,1
FIRESTAR/ANGELICA JO,ICEMAN/ROBERT BOBBY,10
FIRESTAR/ANGELICA JO,IMPULSE II/DWIGHT HU,6
FIRESTAR/ANGELICA JO,INFERNO III/SAMANTHA,2
FIRESTAR/ANGELICA JO,INVISIBLE WOMAN/SUE,24
FIRESTAR/ANGELICA JO,IRON,1
FIRESTAR/ANGELICA JO,IRON FIST/DANIEL RAN,2
FIRESTAR/ANGELICA JO,IRON MAN DOPPELGANGE,5
FIRESTAR/ANGELICA JO,IRON MAN IV/JAMES R.,2
FIRESTAR/ANGELICA JO,IRON MAN/TONY STARK,42
FIRESTAR/ANGELICA JO,"ISLEY, LYNN",1
FIRESTAR/ANGELICA JO,JACKAL/MILES WARREN,2
FIRESTAR/ANGELICA JO,"JAMESON, J. JONAH",4
FIRESTAR/ANGELICA JO,"JANES, FATHER MICHAE",5
FIRESTAR/ANGELICA JO,"JARVIS, EDWIN",24
FIRESTAR/ANGELICA JO,"JEFFRIES, MAGGIE",1
FIRESTAR/ANGELICA JO,JETSTREAM/HAROUD IBN,4
FIRESTAR/ANGELICA JO,JOLT/HALLIE TAKAHAMA,3
FIRESTAR/ANGELICA JO,"JONES, BART",9
FIRESTAR/ANGELICA JO,"JONES, CHARLOTTE",1
FIRESTAR/ANGELICA JO,"JONES, MARLO CHANDLE",1
FIRESTAR/ANGELICA JO,"JONES, RICHARD MILHO",3
FIRESTAR/ANGELICA JO,"JOSTEN, LINDY",1
FIRESTAR/ANGELICA JO,JUGGERNAUT/CAIN MARK,4
FIRESTAR/ANGELICA JO,JUPITER,3
FIRESTAR/ANGELICA JO,JUSTICE II/VANCE AST,114
FIRESTAR/ANGELICA JO,KAINE,2
FIRESTAR/ANGELICA JO,"KARIM, MERYET",1
FIRESTAR/ANGELICA JO,KARNAK DOPPELGANGER,1
FIRESTAR/ANGELICA JO,KARNAK [INHUMAN],2
FIRESTAR/ANGELICA JO,"KENT, CLARK",1
FIRESTAR/ANGELICA JO,"KHANDRUVITCH, DR. VA",1
FIRESTAR/ANGELICA JO,KID QUARRY,1
FIRESTAR/ANGELICA JO,"KINCAID, DR. JANE FO",3
FIRESTAR/ANGELICA JO,KISMET/J'RIDIA STARD,1
FIRESTAR/ANGELICA JO,KRAVEN THE HUNTER II,1
FIRESTAR/ANGELICA JO,"KRYZEWSKI, LEONARD M",2
FIRESTAR/ANGELICA JO,"KWAN, TERRY",1
FIRESTAR/ANGELICA JO,LADY LARK/LINDA LEWI,1
FIRESTAR/ANGELICA JO,LANCER/SAMANTHA DUNB,1
FIRESTAR/ANGELICA JO,"LANE, LOIS",1
FIRESTAR/ANGELICA JO,"LANG, CASSANDRA CASS",1
FIRESTAR/ANGELICA JO,"LARROCA, SALVADORE",1
FIRESTAR/ANGELICA JO,"LE FEY, MORGAN",3
FIRESTAR/ANGELICA JO,LEECH,2
FIRESTAR/ANGELICA JO,"LEEDS, BETTY BRANT",1
FIRESTAR/ANGELICA JO,LEFT HAND/DIEGO CASS,8
FIRESTAR/ANGELICA JO,LEGION II/DAVID HALL,2
FIRESTAR/ANGELICA JO,"LEWIS, SHIRLEY WASHI",1
FIRESTAR/ANGELICA JO,LIBRA/GUSTAV BRANDT,1
FIRESTAR/ANGELICA JO,LIGHT,4
FIRESTAR/ANGELICA JO,LIGHTSPEED/JULIE POW,3
FIRESTAR/ANGELICA JO,LILANDRA NERAMANI [S,2
FIRESTAR/ANGELICA JO,LIVING LIGHTNING/MIG,10
FIRESTAR/ANGELICA JO,LIVING TRIBUNAL,2
FIRESTAR/ANGELICA JO,LOCKHEED,1
FIRESTAR/ANGELICA JO,LOCKJAW [INHUMAN],2
FIRESTAR/ANGELICA JO,LOKI [ASGARDIAN],2
FIRESTAR/ANGELICA JO,"LOR, KONA",1
FIRESTAR/ANGELICA JO,LORD TEMPLAR/,3
FIRESTAR/ANGELICA JO,"LUMPKIN, WILHEMINA B",1
FIRESTAR/ANGELICA JO,LUNA/LUNA MAXIMOFF [,1
FIRESTAR/ANGELICA JO,LYJA LAZERFIST [SKRU,1
FIRESTAR/ANGELICA JO,"LYNNE, MONICA",1
FIRESTAR/ANGELICA JO,MACHETE/FERDINAND LO,1
FIRESTAR/ANGELICA JO,MACHINE MAN/X-51,4
FIRESTAR/ANGELICA JO,"MACTAGGERT, MOIRA KI",2
FIRESTAR/ANGELICA JO,MADAME MASQUE IV,1
FIRESTAR/ANGELICA JO,MADAME MASQUE/GIULIE,1
FIRESTAR/ANGELICA JO,"MADDICKS, ARTHUR ART",2
FIRESTAR/ANGELICA JO,MAGDALENE/MARISSA DA,6
FIRESTAR/ANGELICA JO,MAGIK/ILLYANA RASPUT,1
FIRESTAR/ANGELICA JO,MAGMA/AMARA AQUILLA/,1
FIRESTAR/ANGELICA JO,MAGNETO/MAGNUS/ERIC,1
FIRESTAR/ANGELICA JO,"MAGNUM, MOSES",2
FIRESTAR/ANGELICA JO,MAGUS,5
FIRESTAR/ANGELICA JO,MAJOR VICTORY/MAJ. V,1
FIRESTAR/ANGELICA JO,MALICE V/NAKIA,1
FIRESTAR/ANGELICA JO,MAM'SELLE HEPZIBAH,2
FIRESTAR/ANGELICA JO,MANDARIN,2
FIRESTAR/ANGELICA JO,MANTIS/? BRANDT,1
FIRESTAR/ANGELICA JO,MARISSA (OF GENE-TEC,1
FIRESTAR/ANGELICA JO,MARROW/SARAH,1
FIRESTAR/ANGELICA JO,"MARRS(-PAYNE), PHOEB",2
FIRESTAR/ANGELICA JO,"MARRS, DESMOND",1
FIRESTAR/ANGELICA JO,MARTINEX,1
FIRESTAR/ANGELICA JO,"MARTINEZ, CARMELLO",1
FIRESTAR/ANGELICA JO,MARVEL BOY VII/DAVID,1
FIRESTAR/ANGELICA JO,MARVEL GIRL DOPPELGA,1
FIRESTAR/ANGELICA JO,MARVEL GIRL II/VALER,1
FIRESTAR/ANGELICA JO,MARVEL GIRL/JEAN GRE,8
FIRESTAR/ANGELICA JO,MASTER MOLD II,1
FIRESTAR/ANGELICA JO,"MASTERS, ALICIA REIS",6
FIRESTAR/ANGELICA JO,"MASTERSON, KEVIN",3
FIRESTAR/ANGELICA JO,MATHEMANIC/THOMAS SO,8
FIRESTAR/ANGELICA JO,MAXOV,3
FIRESTAR/ANGELICA JO,"MCLAREN, MEGAN",8
FIRESTAR/ANGELICA JO,MEDUSA/MEDUSALITH AM,2
FIRESTAR/ANGELICA JO,MEXXA RIEN,2
FIRESTAR/ANGELICA JO,MIDGARD SERPENT,1
FIRESTAR/ANGELICA JO,MIDNIGHT'S FIRE/,7
FIRESTAR/ANGELICA JO,MILLENIUS,1
FIRESTAR/ANGELICA JO,MIRAGE II/DANIELLE M,3
FIRESTAR/ANGELICA JO,MOCKINGBIRD/DR. BARB,3
FIRESTAR/ANGELICA JO,MODOK/GEORGE TARLETO,1
FIRESTAR/ANGELICA JO,MOLE MAN/HARVEY RUPE,3
FIRESTAR/ANGELICA JO,MOON KNIGHT DOPPELGA,2
FIRESTAR/ANGELICA JO,MOON KNIGHT/MARC SPE,5
FIRESTAR/ANGELICA JO,MOONDRAGON/HEATHER D,9
FIRESTAR/ANGELICA JO,MOONSTONE II/KARLA S,3
FIRESTAR/ANGELICA JO,MORDRED THE EVIL,3
FIRESTAR/ANGELICA JO,MOTHER OF PEARL/,1
FIRESTAR/ANGELICA JO,"MOY, ALYSSA",2
FIRESTAR/ANGELICA JO,MR. FANTASTIC DOPPEL,5
FIRESTAR/ANGELICA JO,MR. FANTASTIC/REED R,20
FIRESTAR/ANGELICA JO,MS. MARVEL II/SHARON,1
FIRESTAR/ANGELICA JO,MULTIPLE MAN DOPPELG,2
FIRESTAR/ANGELICA JO,MULTIPLE MAN/JAMES A,8
FIRESTAR/ANGELICA JO,MURDER,1
FIRESTAR/ANGELICA JO,MUTAURUS,1
FIRESTAR/ANGELICA JO,"MUTO, JUNZO",1
FIRESTAR/ANGELICA JO,MYSTIQUE/RAVEN DARKH,6
FIRESTAR/ANGELICA JO,N'DELE,1
FIRESTAR/ANGELICA JO,NAMORITA DOPPELGANGE,2
FIRESTAR/ANGELICA JO,NAMORITA/NITA PRENTI,66
FIRESTAR/ANGELICA JO,"NELSON, FRANKLIN FOG",5
FIRESTAR/ANGELICA JO,NEPTUNIUM,1
FIRESTAR/ANGELICA JO,NIELS,5
FIRESTAR/ANGELICA JO,NIGHT THRASHER/DUANE,62
FIRESTAR/ANGELICA JO,NIGHTCRAWLER/KURT WA,4
FIRESTAR/ANGELICA JO,NIKKI/NICHOLETTE GOL,1
FIRESTAR/ANGELICA JO,NORTHSTAR DOPPELGANG,1
FIRESTAR/ANGELICA JO,NORTHSTAR/JEAN-PAUL,4
FIRESTAR/ANGELICA JO,NOVA DOPPELGANGER,1
FIRESTAR/ANGELICA JO,NOVA II/FRANKIE RAYE,4
FIRESTAR/ANGELICA JO,NOVA OMEGA/GARTHAN S,3
FIRESTAR/ANGELICA JO,NOVA/RICHARD RIDER,82
FIRESTAR/ANGELICA JO,"NUGENT, ALICE",2
FIRESTAR/ANGELICA JO,"O'BRIEN, MICHAEL",3
FIRESTAR/ANGELICA JO,ODDBALL/ELTON HEALEY,1
FIRESTAR/ANGELICA JO,ODIN [ASGARDIAN],1
FIRESTAR/ANGELICA JO,OKOYE,1
FIRESTAR/ANGELICA JO,PAGAN,2
FIRESTAR/ANGELICA JO,PAINTER/WILHELM VON,1
FIRESTAR/ANGELICA JO,"PARKER, MAY",1
FIRESTAR/ANGELICA JO,"PENNYWORTH, J.C.",1
FIRESTAR/ANGELICA JO,PHARAOH RAMA-TUT,5
FIRESTAR/ANGELICA JO,PHOENIX III/RACHEL S,1
FIRESTAR/ANGELICA JO,PIECEMEAL/GILBERT BE,4
FIRESTAR/ANGELICA JO,PILEDRIVER II/BRIAN,3
FIRESTAR/ANGELICA JO,PIP/PRINCE GOFERN,4
FIRESTAR/ANGELICA JO,PLANNER,3
FIRESTAR/ANGELICA JO,PLUTONIUM,1
FIRESTAR/ANGELICA JO,POLARIS DOPPELGANGER,1
FIRESTAR/ANGELICA JO,POLARIS/LORNA DANE,7
FIRESTAR/ANGELICA JO,POWER MAN/ERIK JOSTE,3
FIRESTAR/ANGELICA JO,POWER PRINCESS/ZARDA,1
FIRESTAR/ANGELICA JO,"POWER, DR. JIM",1
FIRESTAR/ANGELICA JO,"POWER, MARGARET",1
FIRESTAR/ANGELICA JO,POWERSURGE/ILLARION,2
FIRESTAR/ANGELICA JO,PRETTY PERSUASIONS/H,7
FIRESTAR/ANGELICA JO,PRIMUS,4
FIRESTAR/ANGELICA JO,PRINCESS PYTHON/ZELD,1
FIRESTAR/ANGELICA JO,PROFESSOR X DOPPELGA,1
FIRESTAR/ANGELICA JO,PROFESSOR X/CHARLES,8
FIRESTAR/ANGELICA JO,PROTEUS II,2
FIRESTAR/ANGELICA JO,PSYLOCKE/ELISABETH B,7
FIRESTAR/ANGELICA JO,PUCK DOPPELGANGER,1
FIRESTAR/ANGELICA JO,PUCK DOPPELGANGER II,2
FIRESTAR/ANGELICA JO,PUCK/EUGENE MILTON J,7
FIRESTAR/ANGELICA JO,PUMPKIN,2
FIRESTAR/ANGELICA JO,PUNISHER II/FRANK CA,4
FIRESTAR/ANGELICA JO,PUPPET MASTER/PHILLI,2
FIRESTAR/ANGELICA JO,PUPPY,1
FIRESTAR/ANGELICA JO,PYRO/ALLERDYCE JOHNN,2
FIRESTAR/ANGELICA JO,QUASAR DOPPELGANGER,1
FIRESTAR/ANGELICA JO,QUASAR III/WENDELL V,11
FIRESTAR/ANGELICA JO,QUICKSILVER DOPPELGA,2
FIRESTAR/ANGELICA JO,QUICKSILVER/PIETRO M,14
FIRESTAR/ANGELICA JO,RADIUM,1
FIRESTAR/ANGELICA JO,RAGE/ELVIN DARYL HAL,34
FIRESTAR/ANGELICA JO,"RAKIM, SEN. KAMAL",1
FIRESTAR/ANGELICA JO,"RAMBEAU, FRANK",1
FIRESTAR/ANGELICA JO,"RAMBEAU, MARIA",1
FIRESTAR/ANGELICA JO,RAZA LONGKNIFE,2
FIRESTAR/ANGELICA JO,RED GUARDIAN III/DR.,1
FIRESTAR/ANGELICA JO,RED GUARDIAN V,3
FIRESTAR/ANGELICA JO,RED SHIFT,2
FIRESTAR/ANGELICA JO,RED SKULL/JOHANN SCH,2
FIRESTAR/ANGELICA JO,RHINO,5
FIRESTAR/ANGELICA JO,"RICHARDS, FRANKLIN B",5
FIRESTAR/ANGELICA JO,"RIDER, CHARLES",4
FIRESTAR/ANGELICA JO,"RIDER, GLORIA",3
FIRESTAR/ANGELICA JO,"RIDER, ROBERT ROBBIE",3
FIRESTAR/ANGELICA JO,RIGHT,5
FIRESTAR/ANGELICA JO,RINGMASTER/MAYNARD T,1
FIRESTAR/ANGELICA JO,"ROBERTSON, JOE",3
FIRESTAR/ANGELICA JO,ROGUE /,9
FIRESTAR/ANGELICA JO,"RON, TALLA",1
FIRESTAR/ANGELICA JO,RONAN THE ACCUSER [K,1
FIRESTAR/ANGELICA JO,"ROSEN, WALTER",13
FIRESTAR/ANGELICA JO,"ROSS, EVERETT KENNET",2
FIRESTAR/ANGELICA JO,"ROSS, GEN. THADDEUS",1
FIRESTAR/ANGELICA JO,ROULETTE II/JENNY ST,6
FIRESTAR/ANGELICA JO,"ROWEN, CARL",1
FIRESTAR/ANGELICA JO,"ROWEN, MIKE",1
FIRESTAR/ANGELICA JO,SABRA/RUTH BAT-SERAP,2
FIRESTAR/ANGELICA JO,SANDMAN/WILLIAM BAKE,5
FIRESTAR/ANGELICA JO,SAPPER,1
FIRESTAR/ANGELICA JO,SASQUATCH DOPPELGANG,1
FIRESTAR/ANGELICA JO,SASQUATCH/WALTER LAN,7
FIRESTAR/ANGELICA JO,SAYGE,1
FIRESTAR/ANGELICA JO,SCARLET WITCH/WANDA,49
FIRESTAR/ANGELICA JO,SCORPION/MACDONALD G,1
FIRESTAR/ANGELICA JO,SCREAMING MIMI/MELIS,3
FIRESTAR/ANGELICA JO,SCRIER II/,1
FIRESTAR/ANGELICA JO,SEA URCHIN/JEREMY SW,2
FIRESTAR/ANGELICA JO,SELENE,2
FIRESTAR/ANGELICA JO,SERGEI,1
FIRESTAR/ANGELICA JO,SERSI/SYLVIA,5
FIRESTAR/ANGELICA JO,SHADOW KING/AMAHL FA,1
FIRESTAR/ANGELICA JO,SHADOWCAT/KATHERINE,3
FIRESTAR/ANGELICA JO,SHAKTI,1
FIRESTAR/ANGELICA JO,SHAMAN/MICHAEL TWOYO,4
FIRESTAR/ANGELICA JO,SHAPE,1
FIRESTAR/ANGELICA JO,SHATTERSTAR II/GAVEE,4
FIRESTAR/ANGELICA JO,"SHAUNEGHANN, MICHAEL",3
FIRESTAR/ANGELICA JO,SHE-HULK DOPPELGANGE,1
FIRESTAR/ANGELICA JO,SHE-HULK/JENNIFER WA,17
FIRESTAR/ANGELICA JO,SIBERCAT/,2
FIRESTAR/ANGELICA JO,SIKORSKY,1
FIRESTAR/ANGELICA JO,SILHOUETTE,38
FIRESTAR/ANGELICA JO,SILVER,1
FIRESTAR/ANGELICA JO,SILVER II,1
FIRESTAR/ANGELICA JO,SILVER SURFER/NORRIN,10
FIRESTAR/ANGELICA JO,SILVERCLAW/LA GARRA,3
FIRESTAR/ANGELICA JO,SIRYN/THERESA ROURKE,2
FIRESTAR/ANGELICA JO,SKIN/ANGELO ESPINOSA,1
FIRESTAR/ANGELICA JO,SMILING TIGER/,6
FIRESTAR/ANGELICA JO,SOLO/,1
FIRESTAR/ANGELICA JO,"SPAR, DR. KATHERINE",1
FIRESTAR/ANGELICA JO,SPARK,1
FIRESTAR/ANGELICA JO,SPARROW,4
FIRESTAR/ANGELICA JO,SPEEDBALL DOPPELGANG,3
FIRESTAR/ANGELICA JO,SPEEDBALL II/DARRION,26
FIRESTAR/ANGELICA JO,SPEEDBALL/ROBBIE BAL,62
FIRESTAR/ANGELICA JO,"SPENCER, TRACY",1
FIRESTAR/ANGELICA JO,SPHINX,8
FIRESTAR/ANGELICA JO,SPHINX II,8
FIRESTAR/ANGELICA JO,SPIDER-MAN CLONE/BEN,12
FIRESTAR/ANGELICA JO,SPIDER-MAN III/MARTH,1
FIRESTAR/ANGELICA JO,SPIDER-MAN/PETER PAR,24
FIRESTAR/ANGELICA JO,SPIDER-WOMAN DOPPELG,1
FIRESTAR/ANGELICA JO,SPIDER-WOMAN II/JULI,9
FIRESTAR/ANGELICA JO,SPIDERCIDE,3
FIRESTAR/ANGELICA JO,SPIRAL,5
FIRESTAR/ANGELICA JO,SPROCKET,7
FIRESTAR/ANGELICA JO,"STACY, GWEN (CLONE)",1
FIRESTAR/ANGELICA JO,"STANDISH, GEN.",2
FIRESTAR/ANGELICA JO,"STANKOWICZ, FABIAN",1
FIRESTAR/ANGELICA JO,"STAPLES, EDNA M. GRA",3
FIRESTAR/ANGELICA JO,STAR THIEF III/DITMI,3
FIRESTAR/ANGELICA JO,STARFOX/EROS,4
FIRESTAR/ANGELICA JO,"STARK, HOWARD",1
FIRESTAR/ANGELICA JO,"STARK, MORGAN",1
FIRESTAR/ANGELICA JO,"STEELE, MARCY MASTER",2
FIRESTAR/ANGELICA JO,STILETTO,3
FIRESTAR/ANGELICA JO,STINGER III/,1
FIRESTAR/ANGELICA JO,STINGRAY/DR. WALTER,3
FIRESTAR/ANGELICA JO,"STONE, CHANTAL",1
FIRESTAR/ANGELICA JO,"STONE, NELSON",3
FIRESTAR/ANGELICA JO,STONECUTTER/UTAMA TO,3
FIRESTAR/ANGELICA JO,STORM DOPPELGANGER,1
FIRESTAR/ANGELICA JO,"STORM, CHILI",2
FIRESTAR/ANGELICA JO,STORM/ORORO MUNROE S,10
FIRESTAR/ANGELICA JO,STRANGLER,1
FIRESTAR/ANGELICA JO,STRIDER,1
FIRESTAR/ANGELICA JO,STRONG GUY DOPPELGAN,1
FIRESTAR/ANGELICA JO,STRONG GUY/GUIDO CAR,7
FIRESTAR/ANGELICA JO,"STUART, BRIG. ALYSAN",1
FIRESTAR/ANGELICA JO,STUNT-MASTER/GEORGE,2
FIRESTAR/ANGELICA JO,SUB-MARINER/NAMOR MA,8
FIRESTAR/ANGELICA JO,"SUMMERS, NATHAN CHRI",4
FIRESTAR/ANGELICA JO,SUNDER,1
FIRESTAR/ANGELICA JO,SUNSPOT/ROBERTO DACO,2
FIRESTAR/ANGELICA JO,SUPREME INTELLIGENCE,2
FIRESTAR/ANGELICA JO,SURESHOT,2
FIRESTAR/ANGELICA JO,SWORDSMAN III/PHILIP,6
FIRESTAR/ANGELICA JO,SWORDSMAN/JACQUES DU,2
FIRESTAR/ANGELICA JO,SYNCH/EVERETT THOMAS,1
FIRESTAR/ANGELICA JO,TAI II,16
FIRESTAR/ANGELICA JO,TAROT/MARIE-ANGE COL,4
FIRESTAR/ANGELICA JO,TASKMASTER,1
FIRESTAR/ANGELICA JO,TATSU'O,1
FIRESTAR/ANGELICA JO,TECHNARX,1
FIRESTAR/ANGELICA JO,TEMPEST II/NICOLETTE,2
FIRESTAR/ANGELICA JO,TEMPUS,1
FIRESTAR/ANGELICA JO,TERRAFORMER/SAM,5
FIRESTAR/ANGELICA JO,TERRAX II/TYROS,4
FIRESTAR/ANGELICA JO,THANOS,4
FIRESTAR/ANGELICA JO,THANOS DOPPELGANGER,5
FIRESTAR/ANGELICA JO,THERA,3
FIRESTAR/ANGELICA JO,THING DOPPELGANGER,1
FIRESTAR/ANGELICA JO,THING DOPPELGANGER I,1
FIRESTAR/ANGELICA JO,THING/BENJAMIN J. GR,26
FIRESTAR/ANGELICA JO,THINKER,5
FIRESTAR/ANGELICA JO,THOR III DOPPELGANGE,1
FIRESTAR/ANGELICA JO,THOR/DR. DONALD BLAK,40
FIRESTAR/ANGELICA JO,"THORSON, DR. WALTER",1
FIRESTAR/ANGELICA JO,THUNDERBALL/DR. ELIO,5
FIRESTAR/ANGELICA JO,THUNDERBIRD II/JAMES,6
FIRESTAR/ANGELICA JO,THUNDERSTRIKE/ERIC K,12
FIRESTAR/ANGELICA JO,THUNDRA,2
FIRESTAR/ANGELICA JO,TIGRA/GREER NELSON,4
FIRESTAR/ANGELICA JO,"TILBY, TRISH/PATRICI",1
FIRESTAR/ANGELICA JO,TIMESLIP/RINA PATEL,15
FIRESTAR/ANGELICA JO,TOAD/MORTIMER TOYNBE,4
FIRESTAR/ANGELICA JO,"TORK, SGT.",1
FIRESTAR/ANGELICA JO,TOWER,1
FIRESTAR/ANGELICA JO,"TREMONT, JONATHAN",3
FIRESTAR/ANGELICA JO,TRIATHLON/DELROY GAR,5
FIRESTAR/ANGELICA JO,TRITON,1
FIRESTAR/ANGELICA JO,TRITON DOPPELGANGER,1
FIRESTAR/ANGELICA JO,TRUTH II,2
FIRESTAR/ANGELICA JO,TURBO II (A)/MICHIKO,35
FIRESTAR/ANGELICA JO,TURBO II (B)/MIKE JE,6
FIRESTAR/ANGELICA JO,"TWAKI, DR. TED",1
FIRESTAR/ANGELICA JO,UATU,2
FIRESTAR/ANGELICA JO,ULTIMATOR/,1
FIRESTAR/ANGELICA JO,ULTIMO,1
FIRESTAR/ANGELICA JO,ULTRON,7
FIRESTAR/ANGELICA JO,URANIUM,1
FIRESTAR/ANGELICA JO,"URICH, BEN",1
FIRESTAR/ANGELICA JO,USAGENT DOPPELGANGER,2
FIRESTAR/ANGELICA JO,USAGENT/CAPTAIN JOHN,9
FIRESTAR/ANGELICA JO,VANGUARD/NICOLAI KRY,2
FIRESTAR/ANGELICA JO,VIBRATO/,1
FIRESTAR/ANGELICA JO,VISION,48
FIRESTAR/ANGELICA JO,VISION DOPPELGANGER,1
FIRESTAR/ANGELICA JO,VOLX,3
FIRESTAR/ANGELICA JO,VOSTOK,2
FIRESTAR/ANGELICA JO,"WADE, AGENT JOE",3
FIRESTAR/ANGELICA JO,"WALSH, LYNN",1
FIRESTAR/ANGELICA JO,WAR TOY/ALKHEMA,4
FIRESTAR/ANGELICA JO,WARHEAD/GREGORY SLIV,2
FIRESTAR/ANGELICA JO,WARLOCK II/ADAM WARL,4
FIRESTAR/ANGELICA JO,WASP/JANET VAN DYNE,24
FIRESTAR/ANGELICA JO,WATER WIZARD/PETE,5
FIRESTAR/ANGELICA JO,"WATSON-PARKER, MARY",6
FIRESTAR/ANGELICA JO,"WETHERELL, MANOLI",1
FIRESTAR/ANGELICA JO,WHIPLASH/MARK SCARLO,3
FIRESTAR/ANGELICA JO,WHIRLWIND/DAVID CANN,1
FIRESTAR/ANGELICA JO,WHITE QUEEN/EMMA FRO,11
FIRESTAR/ANGELICA JO,WHITE TIGER II/,1
FIRESTAR/ANGELICA JO,WHITE WOLF/HUNTER,1
FIRESTAR/ANGELICA JO,WHIZZER II/STANLEY S,2
FIRESTAR/ANGELICA JO,WHIZZER III/JAMES SA,3
FIRESTAR/ANGELICA JO,WILD CHILD/KYLE GIBN,5
FIRESTAR/ANGELICA JO,WIZ KID/TAKESHI MATS,1
FIRESTAR/ANGELICA JO,WOLFSBANE DOPPELGANG,3
FIRESTAR/ANGELICA JO,WOLFSBANE/RAHNE SINC,8
FIRESTAR/ANGELICA JO,WOLVERINE DOPPELGANG,2
FIRESTAR/ANGELICA JO,WOLVERINE/LOGAN,11
FIRESTAR/ANGELICA JO,WONDER MAN/SIMON WIL,41
FIRESTAR/ANGELICA JO,WRECKER III/DIRK GAR,4
FIRESTAR/ANGELICA JO,WRONG,5
FIRESTAR/ANGELICA JO,"YAMIR, SASHA",2
FIRESTAR/ANGELICA JO,"YASHIDA, MARIKO",1
FIRESTAR/ANGELICA JO,YELLOWJACKET III/HEN,1
FIRESTAR/ANGELICA JO,"YIN, ANGELA",1
FIRESTAR/ANGELICA JO,YONDU/YONDU UDONTA,1
FIRESTAR/ANGELICA JO,ZARAN/MAXIMILLIAN ZA,1
FIRESTAR/ANGELICA JO,ZURI,2
FIRESTRIKE/DALTON BE,"FUNARO, DONNA",3
FIRESTRIKE/DALTON BE,GENECIDE,1
FIRESTRIKE/DALTON BE,HUMAN TORCH/JOHNNY S,3
FIRESTRIKE/DALTON BE,IRON FIST/DANIEL RAN,1
FIRESTRIKE/DALTON BE,LOBO III,1
FIRESTRIKE/DALTON BE,"LOWELL, DR.",1
FIRESTRIKE/DALTON BE,METEORITE,1
FIRESTRIKE/DALTON BE,NAMORITA/NITA PRENTI,5
FIRESTRIKE/DALTON BE,NIGHT THRASHER/DUANE,2
FIRESTRIKE/DALTON BE,NOVA/RICHARD RIDER,5
FIRESTRIKE/DALTON BE,OCCULT,1
FIRESTRIKE/DALTON BE,PARALYZER,1
FIRESTRIKE/DALTON BE,RIOT II/,2
FIRESTRIKE/DALTON BE,"ROLLINS, MRS.",1
FIRESTRIKE/DALTON BE,SILVERMANE/SILVIO MA,1
FIRESTRIKE/DALTON BE,SLITHER,1
FIRESTRIKE/DALTON BE,SPEEDBALL/ROBBIE BAL,5
FIRESTRIKE/DALTON BE,STRONGHOLD/,2
FIRESTRIKE/DALTON BE,SUB-MARINER/NAMOR MA,1
FIRESTRIKE/DALTON BE,"SUTTON, JOHN",1
FIRESTRIKE/DALTON BE,"TRAYNOR, HARLEY",1
FIRESTRIKE/DALTON BE,TURBO II (A)/MICHIKO,5
FIRESTRIKE/DALTON BE,WARBOW/,2
FIREWALL/THEARY/MIN,"HO, LI MUAN",2
FIREWALL/THEARY/MIN,"JANES, FATHER MICHAE",3
FIREWALL/THEARY/MIN,JETSTREAM/HAROUD IBN,1
FIREWALL/THEARY/MIN,"JONES, BART",1
FIREWALL/THEARY/MIN,JUSTICE II/VANCE AST,7
FIREWALL/THEARY/MIN,LEFT HAND/DIEGO CASS,5
FIREWALL/THEARY/MIN,MIDNIGHT'S FIRE/,5
FIREWALL/THEARY/MIN,NAMORITA/NITA PRENTI,8
FIREWALL/THEARY/MIN,"NELSON, FRANKLIN FOG",5
FIREWALL/THEARY/MIN,NIGHT THRASHER/DUANE,8
FIREWALL/THEARY/MIN,NOVA/RICHARD RIDER,8
FIREWALL/THEARY/MIN,"O'BRIEN, MICHAEL",1
FIREWALL/THEARY/MIN,PUNISHER II/FRANK CA,3
FIREWALL/THEARY/MIN,RAGE/ELVIN DARYL HAL,4
FIREWALL/THEARY/MIN,"RIDER, ROBERT ROBBIE",1
FIREWALL/THEARY/MIN,"ROSEN, WALTER",1
FIREWALL/THEARY/MIN,ROULETTE II/JENNY ST,1
FIREWALL/THEARY/MIN,"SHAUNEGHANN, MICHAEL",2
FIREWALL/THEARY/MIN,SILHOUETTE,8
FIREWALL/THEARY/MIN,SMILING TIGER/,5
